parcel_number,siteaddr,tca,city,school_dist,land_value_2026,imp_value_2026,total_value_2026,taxable_value_2026,exemption_from_year,exemption_to_year,levy_rate_2026
0219014110,4110 108TH ST SW,760,CITY/TOWN OF LAKEWOOD,SD #400 CLOVER PARK,"755,100",0,"755,100","755,100",2024,2028,9.335653473765
0219014112,4108 108TH ST SW,760,CITY/TOWN OF LAKEWOOD,SD #400 CLOVER PARK,"290,800","2,027,200","2,318,000","290,800",2024,2028,9.335653473765
0219022263,5915 LAKE GROVE ST SW,760,CITY/TOWN OF LAKEWOOD,SD #400 CLOVER PARK,"1,365,800","6,010,300","7,376,100","1,365,800",2022,2028,9.335653473765
0219122153,11419 KENDRICK ST SW,760,CITY/TOWN OF LAKEWOOD,SD #400 CLOVER PARK,"987,100","2,959,600","3,946,700","987,100",2026,2033,9.335653473765
0219123117,12535 BRIDGEPORT WAY SW,760,CITY/TOWN OF LAKEWOOD,SD #400 CLOVER PARK,"13,224,500","46,132,300","59,356,800","13,224,500",2020,2027,9.335653473765
0220154077,7304 42ND ST W,752,CITY/TOWN OF UNIVERSITY PLACE,SD #083 UNIVERSITY PLACE,"3,371,900","6,496,900","9,868,800","3,371,900",2024,2031,9.784476194117
0220154078,4201 BRIDGEPORT WAY W,752,CITY/TOWN OF UNIVERSITY PLACE,SD #083 UNIVERSITY PLACE,"1,481,200","7,408,100","8,889,300","1,481,200",2024,2031,9.784476194117
0320271126,1402 E 69TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,475,900","10,191,000","11,666,900","1,705,197",2021,2032,10.876416053020
2000130010,5 S G ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"4,092,700","30,574,900","34,667,600","4,560,496",2023,2030,10.876416053020
2003120021,308 TACOMA AVE S,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"2,064,200","28,775,200","30,839,400","2,064,200",2024,2031,10.876416053020
2004070030,409 ST HELENS AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"754,400",0,"754,400","754,400",2024,2031,10.876416053020
2004070040,415 ST HELENS AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"754,400",0,"754,400","754,400",2024,2031,10.876416053020
2004070050,419 ST HELENS AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"754,400",0,"754,400","754,400",2024,2031,10.876416053020
2004070065,429 ST HELENS AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"2,188,100","81,036,800","83,224,900","2,188,100",2024,2031,10.876416053020
2006120020,612 TACOMA AVE S,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"529,300","3,186,300","3,715,600","803,004",2020,2031,10.876416053020
2006190011,603 S J ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,223,600","23,860,500","25,084,100","21,388,109",2022,2029,10.876416053020
2006330010,1614 6TH AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"436,500","1,218,400","1,654,900","436,500",2026,2037,10.876416053020
2007170030,705 S I ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"353,200","2,600,800","2,954,000","353,200",2023,2034,10.876416053020
2007170081,715 S I ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"353,700","2,043,500","2,397,200","353,700",2023,2030,10.876416053020
2008160032,810 YAKIMA AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"434,500","3,425,900","3,860,400","434,500",2025,2036,10.876416053020
2008220030,806 MARTIN LUTHER KING JR WAY,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"293,000",0,"293,000","293,000",2023,2034,10.876416053020
2008220040,808 MARTIN LUTHER KING JR WAY,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"293,000",0,"293,000","293,000",2023,2034,10.876416053020
2008220050,824 MARTIN LUTHER KING JR WAY,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,172,100","23,830,900","25,003,000","3,455,100",2023,2034,10.876416053020
2009180050,916 S I ST UNIT A-D,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"234,300","711,200","945,500","234,300",2026,2033,10.876416053020
2009180060,918 S I ST UNIT A-D,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"234,300","711,200","945,500","234,300",2026,2033,10.876416053020
2010030073,1019 TO 1021 PACIFIC AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,124,300","43,627,900","44,752,200",0,2023,2030,10.876416053020
2010160060,1016 YAKIMA AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"132,400","1,147,600","1,280,000","132,400",2024,2035,10.876416053020
2010200071,1011 S 11TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"2,840,800","65,268,300","68,109,100","5,464,390",2026,2033,10.876416053020
2012120011,1210 TACOMA AVE S,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"3,145,800","54,031,300","57,177,100","3,145,800",2022,2029,10.876416053020
2013090140,411 S 15TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"712,800","28,549,900","29,262,700","712,800",2024,2031,10.876416053020
2013200010,1302 S J ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"213,300","1,106,400","1,319,700","213,300",2017,2028,10.876416053020
2014120011,1402 TACOMA AVE S,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,450,300","35,812,800","37,263,100","1,450,300",2025,2036,10.876416053020
2015080130,1552 TO 1556 MARKET ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"937,100","12,081,600","13,018,700","1,359,956",2020,2031,10.876416053020
2015100121,1502 FAWCETT AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"7,818,100","117,177,400","124,995,500","7,818,100",2025,2036,10.876416053020
2015110061,1515 TACOMA AVE S,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"734,400","38,770,300","39,504,700","734,400",2020,2027,10.876416053020
2016130071,615 S 17TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"190,300","286,700","477,000","190,300",2020,2027,10.876416053020
2016130072,613 S 17TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"190,300","272,500","462,800","190,300",2020,2027,10.876416053020
2016130073,611 S 17TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"190,300","272,500","462,800","190,300",2020,2027,10.876416053020
2016130074,609 S 17TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"190,300","286,700","477,000","190,300",2020,2028,10.876416053020
2016140050,1618 S G ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"213,300","1,155,700","1,369,000","213,300",2023,2034,10.876416053020
2016140060,1620 S G ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"213,300","1,155,700","1,369,000","213,300",2023,2034,10.876416053020
2019170120,1925 S I ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"649,700","5,128,800","5,778,500","649,700",2022,2029,10.876416053020
2021090113,2140 TO 2148 JEFFERSON AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,801,900","33,510,300","35,312,200","3,909,698",2022,2030,10.876416053020
2023150082,2367 S YAKIMA AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"248,500","782,800","1,031,300","248,500",2025,2036,10.876416053020
2024180061,2418 S I ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"195,600","864,300","1,059,900","195,600",2026,2037,10.876416053020
2024180062,2420 S I ST UNIT A-F,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"195,600","864,300","1,059,900","195,600",2026,2037,10.876416053020
2025040011,2501 COMMERCE ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"950,600","28,689,300","29,639,900","1,274,789",2025,2032,10.876416053020
2025080012,2515 JEFFERSON AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"2,400,300","55,185,300","57,585,600","2,400,300",2025,2032,10.876416053020
2025100040,2518 FAWCETT AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"211,900","687,600","899,500","211,900",2024,2035,10.876416053020
2025110072,2533 TACOMA AVE S,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"519,100","1,604,400","2,123,500","519,100",2025,2036,10.876416053020
2025120042,2514 TACOMA AVE S UNIT A - D,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"250,400","824,700","1,075,100","250,400",2024,2035,10.876416053020
2030100051,23 N BROADWAY,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"891,400","15,963,100","16,854,500","891,400",2025,2032,10.876416053020
2031140030,102 N G ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,920,000","50,882,500","52,802,500","2,998,709",2019,2026,10.876416053020
2032190013,223 N J ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"738,200","7,101,600","7,839,800","738,200",2025,2036,10.876416053020
2074200041,304 PUYALLUP AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"824,500","24,944,200","25,768,700","1,463,072",2021,2032,10.876416053020
2082260060,624 E 32ND ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"492,000","3,403,300","3,895,300","492,000",2019,2030,10.876416053020
2084040040,610 S 34TH ST UNIT A-H,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"224,800","1,668,300","1,893,100","224,800",2025,2036,10.876416053020
2085010011,3412 S G ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"148,900","1,588,400","1,737,300","148,900",2019,2030,10.876416053020
2087270030,3524 MCKINLEY AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"269,500","1,996,800","2,266,300","1,102,166",2019,2030,10.876416053020
2890000272,4017 S WARNER ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"327,900","1,841,300","2,169,200","327,900",2018,2029,10.876416053020
2890000282,4021 S WARNER ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"327,900","1,841,300","2,169,200","327,900",2018,2029,10.876416053020
2890000343,4012 TO 4014 S WARNER ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"155,800","610,800","766,600","155,800",2021,2032,10.876416053020
2890000344,4010 TO 4016 S WARNER ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"162,400","604,200","766,600","162,400",2021,2032,10.876416053020
2890000420,4001 TO 4003 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"514,200","3,037,900","3,552,100","514,200",2024,2035,10.876416053020
2890000432,4013 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"162,400","1,901,600","2,064,000","162,400",2020,2031,10.876416053020
2890000481,4031 TO 4033 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"467,500","2,492,900","2,960,400","467,500",2024,2035,10.876416053020
2890000507,4045 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"362,900","2,653,900","3,016,800","362,900",2025,2036,10.876416053020
2890000541,4020 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"669,300","2,980,100","3,649,400","669,300",2019,2030,10.876416053020
2890000840,4312 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"254,000","3,386,000","3,640,000","254,000",2024,2035,10.876416053020
2890000863,4318 3A&B TO 4318 4A&B S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"118,800","957,200","1,076,000","118,800",2023,2034,10.876416053020
2890000864,4318 1A&B TO 4318 2A&B S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"117,000","1,045,300","1,162,300","117,000",2023,2034,10.876416053020
2890000865,4318 5A&B TO 4318 6A&B S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"117,600","952,500","1,070,100","117,600",2023,2034,10.876416053020
2890000990,4323 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"254,000","1,558,000","1,812,000","254,000",2023,2034,10.876416053020
2890001010,4329 S PUGET SOUND AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"254,000","3,165,500","3,419,500","254,000",2024,2035,10.876416053020
2890001510,4338 S CEDAR ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"288,000","2,057,300","2,345,300","288,000",2023,2034,10.876416053020
2890001540,4337 S CEDAR ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"329,600","1,516,700","1,846,300","329,600",2020,2031,10.876416053020
2890001920,4518 S JUNETT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"311,300","1,015,500","1,326,800","311,300",2017,2028,10.876416053020
2890001930,4524 S JUNETT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"305,500","1,721,300","2,026,800","305,500",2023,2030,10.876416053020
2890001940,4528 S JUNETT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"291,400","890,900","1,182,300","291,400",2026,2033,10.876416053020
2890001980,4546 S JUNETT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"294,400","2,729,700","3,024,100","294,400",2025,2036,10.876416053020
2890002391,4501 S WARNER ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"355,500","2,218,000","2,573,500","355,500",2026,2037,10.876416053020
2890002483,4502 S WARNER ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"248,800","1,398,300","1,647,100","248,800",2025,2036,10.876416053020
2890002502,4510 S WARNER ST UNIT A & B,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"186,300","705,500","891,800","186,300",2024,2035,10.876416053020
2890002503,4512 S WARNER ST UNIT A & B,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"186,300","705,500","891,800","186,300",2024,2035,10.876416053020
2890002630,3415 S 47TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"224,400","942,100","1,166,500","224,400",2015,2026,10.876416053020
3245003030,3118 6TH AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,085,200","32,523,800","33,609,000","3,613,373",2022,2029,10.876416053020
4002560120,3610 BRIDGEPORT WAY W,752,CITY/TOWN OF UNIVERSITY PLACE,SD #083 UNIVERSITY PLACE,"6,586,100","52,210,500","58,796,600","10,762,940",2021,2028,9.784476194117
4003070031,3706 LARSON LN W,752,CITY/TOWN OF UNIVERSITY PLACE,SD #083 UNIVERSITY PLACE,"999,600","12,995,400","13,995,000","999,600",2022,2030,9.784476194117
4180000141,3910 N 28TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"3,161,200","51,789,100","54,950,300","6,861,428",2025,2036,10.876416053020
4245000060,3616 TO 3622 MCKINLEY AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"204,500","1,742,700","1,947,200","204,500",2022,2033,10.876416053020
4389000183,4002 10TH ST SE,096,CITY/TOWN OF PUYALLUP,SD #003 PUYALLUP,"548,900","1,263,300","1,812,200","548,900",2026,2033,9.815777556247
4415000252,640 N PROSPECT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"297,700","491,700","789,400","297,700",2020,2031,10.876416053020
4415000262,636 N PROSPECT ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"297,700","486,500","784,200","297,700",2017,2028,10.876416053020
4415000390,641 N FIFE ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"302,200","509,400","811,600","302,200",2022,2033,10.876416053020
4415000431,627 N FIFE ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"152,500","2,315,200","2,467,700","152,500",2019,2026,10.876416053020
4470000040,6805 6TH AVE BLDG A - G,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,328,400","14,044,300","15,372,700","3,621,834",2023,2030,10.876416053020
4470000471,619 N ROCHESTER ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"375,600","3,627,500","4,003,100","375,600",2020,2027,10.876416053020
4715013322,1438 E 31ST ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"125,800","820,700","946,500","125,800",2025,2032,10.876416053020
4715013932,1619 E 32ND ST UNIT A-F,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"149,000","590,700","739,700","149,000",2025,2036,10.876416053020
5003700011,2330 YAKIMA CT,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,634,800","12,116,600","13,751,400","1,634,800",2024,2031,10.876416053020
5080000396,11108 TO 11114 FREIDAY ST SW,760,CITY/TOWN OF LAKEWOOD,SD #400 CLOVER PARK,"730,200","3,508,900","4,239,100","730,200",2024,2031,9.335653473765
5270000320,9 CLARK PL,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"293,900","1,700,200","1,994,100","293,900",2024,2035,10.876416053020
5270001611,2 CHELAN PL,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,429,500","8,190,400","9,619,900","1,429,500",2024,2035,10.876416053020
5670002290,3715 MCKINLEY AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"196,600","3,120,000","3,316,600","196,600",2022,2033,10.876416053020
6060000120,2515 S 48TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,168,300","7,134,100","8,302,400","1,168,300",2020,2031,10.876416053020
6465000065,2211 68TH AVENUE CT W BLDG D,752,CITY/TOWN OF UNIVERSITY PLACE,SD #083 UNIVERSITY PLACE,"7,683,800",0,"7,683,800","7,683,800",2025,2032,9.784476194117
6465000081,2211 68TH AVENUE CT W BLDG D,752,CITY/TOWN OF UNIVERSITY PLACE,SD #083 UNIVERSITY PLACE,"10,461,800","46,178,500","56,640,300","10,461,800",2025,2032,9.784476194117
6615002311,234 S 70TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"267,000","1,356,800","1,623,800","267,000",2023,2034,10.876416053020
6615002331,7015 S D ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"3,012,800","28,314,800","31,327,600","3,012,800",2022,2033,10.876416053020
6762002390,323 GARFIELD ST S,515,,SD #402 FRANKLIN PIERCE,"109,800","24,891,900","25,001,700","2,823,017",2015,2026,10.647619957340
6850000111,2540 S 42ND ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"979,200","4,698,000","5,677,200","979,200",2021,2032,10.876416053020
7280000331,640 N TRAFTON ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"826,700","10,325,700","11,152,400","826,700",2024,2031,10.876416053020
7470032810,3639 S G ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"581,800","5,898,000","6,479,800","581,800",2024,2035,10.876416053020
7475010782,3725 TO 3729 N 27TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,419,800","21,099,200","22,519,000","1,727,848",2024,2031,10.876416053020
7475013582,2506 TO 2510 N PROCTOR ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"2,992,700","52,132,000","55,124,700","7,204,966",2021,2027,10.876416053020
7850000572,7431 TO 7435 PACIFIC AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"1,311,300","4,925,100","6,236,400","1,515,692",2024,2035,10.876416053020
7850000702,7624 TO 7626 PACIFIC AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"389,000","1,237,800","1,626,800","389,000",2024,2035,10.876416053020
7850100032,7427 S D ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"144,400","1,531,400","1,675,800","144,400",2021,2032,10.876416053020
7850100033,7425 S D ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"277,300","2,835,500","3,112,800","277,300",2021,2032,10.876416053020
8935015050,3714 YAKIMA AVE,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"367,400","1,876,200","2,243,600","367,400",2021,2032,10.876416053020
8935021210,766 S 39TH ST,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"197,200","629,400","826,600","197,200",2021,2032,10.876416053020
9010420010,4961 MAIN ST UNIT 101,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"103,100","897,700","1,000,800","103,100",2019,2026,10.876416053020
9010420020,4961 MAIN ST UNIT 102,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,700","763,900","851,600","87,700",2019,2026,10.876416053020
9010420030,4961 MAIN ST UNIT 103,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,300","760,100","847,400","87,300",2019,2026,10.876416053020
9010420040,4961 MAIN ST UNIT 104,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,700","763,900","851,600","87,700",2019,2026,10.876416053020
9010420050,4961 MAIN ST UNIT 105,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"121,000","1,053,800","1,174,800","121,000",2019,2026,10.876416053020
9010420060,4961 MAIN ST UNIT 106,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"121,500","1,058,000","1,179,500","121,500",2019,2026,10.876416053020
9010420070,4961 MAIN ST UNIT 107,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,300","760,100","847,400","87,300",2019,2026,10.876416053020
9010420080,4961 MAIN ST UNIT 108,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,700","763,900","851,600","87,700",2019,2026,10.876416053020
9010420090,4961 MAIN ST UNIT 109,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,400","761,500","848,900","87,400",2019,2026,10.876416053020
9010420100,4961 MAIN ST UNIT 110,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"121,100","1,054,900","1,176,000","121,100",2019,2026,10.876416053020
9010420110,4961 MAIN ST UNIT 201,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"99,900","870,100","970,000","99,900",2019,2026,10.876416053020
9010420120,4961 MAIN ST UNIT 202,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"85,700","746,000","831,700","85,700",2019,2026,10.876416053020
9010420130,4961 MAIN ST UNIT 203,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"84,100","732,500","816,600","84,100",2019,2026,10.876416053020
9010420140,4961 MAIN ST UNIT 204,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"85,700","746,600","832,300","85,700",2019,2026,10.876416053020
9010420150,4961 MAIN ST UNIT 205,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"120,400","1,048,400","1,168,800","120,400",2019,2026,10.876416053020
9010420160,4961 MAIN ST UNIT 206,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"121,800","1,060,600","1,182,400","121,800",2019,2026,10.876416053020
9010420170,4961 MAIN ST UNIT 207,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"86,000","749,100","835,100","86,000",2019,2026,10.876416053020
9010420180,4961 MAIN ST UNIT 208,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"85,900","747,900","833,800","85,900",2019,2026,10.876416053020
9010420190,4961 MAIN ST UNIT 209,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"83,800","730,100","813,900","83,800",2019,2026,10.876416053020
9010420200,4961 MAIN ST UNIT 210,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"143,700","1,251,900","1,395,600","143,700",2019,2026,10.876416053020
9010420210,4961 MAIN ST UNIT 211,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"45,000","391,900","436,900",0,2019,2026,10.876416053020
9010420220,4961 MAIN ST UNIT 212,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"47,100","410,300","457,400",0,2019,2026,10.876416053020
9010420230,4961 MAIN ST UNIT 213,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"53,600","467,300","520,900","53,600",2019,2026,10.876416053020
9010420240,4961 MAIN ST UNIT 214,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"47,100","410,300","457,400","47,100",2019,2026,10.876416053020
9010420250,4961 MAIN ST UNIT 215,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"48,100","419,000","467,100","48,100",2019,2026,10.876416053020
9010420260,4961 MAIN ST UNIT 216,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"46,300","402,900","449,200","46,300",2019,2026,10.876416053020
9010420270,4961 MAIN ST UNIT 217,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"46,300","403,700","450,000","46,300",2019,2026,10.876416053020
9010420280,4961 MAIN ST UNIT 218,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"53,700","467,700","521,400","53,700",2019,2026,10.876416053020
9010420290,4961 MAIN ST UNIT 219,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"45,800","398,500","444,300","45,800",2019,2026,10.876416053020
9010420300,4961 MAIN ST UNIT 220,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"45,100","392,900","438,000","45,100",2019,2026,10.876416053020
9010420310,4961 MAIN ST UNIT 301,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"101,700","886,000","987,700","101,700",2019,2026,10.876416053020
9010420320,4961 MAIN ST UNIT 302,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,900","765,500","853,400","87,900",2019,2026,10.876416053020
9010420330,4961 MAIN ST UNIT 303,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"86,800","756,300","843,100","86,800",2019,2026,10.876416053020
9010420340,4961 MAIN ST UNIT 304,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"87,000","757,600","844,600","87,000",2019,2026,10.876416053020
9010420350,4961 MAIN ST UNIT 305,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"119,900","1,044,600","1,164,500","119,900",2019,2026,10.876416053020
9010420360,4961 MAIN ST UNIT 306,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"119,900","1,044,000","1,163,900","119,900",2019,2026,10.876416053020
9010420370,4961 MAIN ST UNIT 307,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"86,900","757,000","843,900","86,900",2019,2026,10.876416053020
9010420380,4961 MAIN ST UNIT 308,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"80,000","696,700","776,700","80,000",2019,2026,10.876416053020
9010420390,4961 MAIN ST UNIT 309,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"92,000","801,200","893,200","92,000",2019,2026,10.876416053020
9010420400,4961 MAIN ST UNIT 310,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"145,400","1,266,600","1,412,000","145,400",2019,2026,10.876416053020
9010420410,4961 MAIN ST UNIT 311,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"44,900","391,500","436,400","44,900",2019,2026,10.876416053020
9010420420,4961 MAIN ST UNIT 312,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"47,000","409,300","456,300","47,000",2019,2026,10.876416053020
9010420430,4961 MAIN ST UNIT 313,005,CITY/TOWN OF TACOMA,SD #010 TACOMA,"51,500","448,700","500,200","51,500",2019,2026,10.876416053020
